Aura;title;skill_1;;Level;Based On;Targets;Hits;Who;Chance;%;Effect 1;B Who;Turns;Places If;Chance;%;Effect 2;B Who;Turns;Places If;Chance;%;Effect 3;B Who;Turns;Places If;Chance;%;Effect 4;B Who;Turns;Places If;Chance;%;Effect 5;B Who;Turns;Places If
;Bone Knight;Ancient Seal ;Level 6;Cooldown -1;ATK;1;1;Enemy;100;100;Heal Red;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bone Knight;Death's Vigor ;Level 1;-;ATK;ALL;1;Enemy;-;15;Inc Crit Rate;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bone Knight;Death's Vigor ;Level 2;Damage +10%;ATK;ALL;1;Enemy;-;15;Inc Crit Rate;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bone Knight;Death's Vigor ;Level 3;Damage +10%;ATK;ALL;1;Enemy;-;15;Inc Crit Rate;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bone Knight;Death's Vigor ;Level 4;Cooldown -1;ATK;ALL;1;Enemy;-;15;Inc Crit Rate;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Ally DEF in the Arena by 27%.;Deathchanter;Clobber ;Level 1;-;ATK;1;1;Enemy;-;20;Shield per dmg;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Clobber ;Level 2;Damage +5%;ATK;1;1;Enemy;-;20;Shield per dmg;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Clobber ;Level 3;Damage +5%;ATK;1;1;Enemy;-;20;Shield per dmg;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Clobber ;Level 4;Damage +5%;ATK;1;1;Enemy;-;20;Shield per dmg;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Clobber ;Level 5;Damage +5%;ATK;1;1;Enemy;-;20;Shield per dmg;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Clobber ;Level 6;Damage +10%;ATK;1;1;Enemy;-;20;Shield per dmg;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bully ;Level 1;-;ATK;1;1;Enemy;-;-;Damage Per HP;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bully ;Level 2;Damage +5%;ATK;1;1;Enemy;-;-;Damage Per HP;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bully ;Level 3;Damage +5%;ATK;1;1;Enemy;-;-;Damage Per HP;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bully ;Level 4;Damage +5%;ATK;1;1;Enemy;-;-;Damage Per HP;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bully ;Level 5;Damage +10%;ATK;1;1;Enemy;-;-;Damage Per HP;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bully ;Level 6;Damage +10%;ATK;1;1;Enemy;-;-;Damage Per HP;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bully ;Level 7;Cooldown -1;ATK;1;1;Enemy;-;-;Damage Per HP;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bleed Out ;Level 1;-;ATK;1;1;Enemy;-;100;Heal Red;Target;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bleed Out ;Level 2;Damage +5%;ATK;1;1;Enemy;-;100;Heal Red;Target;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bleed Out ;Level 3;Damage +5%;ATK;1;1;Enemy;-;100;Heal Red;Target;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bleed Out ;Level 4;Damage +5%;ATK;1;1;Enemy;-;100;Heal Red;Target;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bleed Out ;Level 5;Damage +10%;ATK;1;1;Enemy;-;100;Heal Red;Target;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bleed Out ;Level 6;Cooldown -1;ATK;1;1;Enemy;-;100;Heal Red;Target;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathchanter;Bleed Out ;Level 7;Cooldown -1;ATK;1;1;Enemy;-;100;Heal Red;Target;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Ally RESIST in the Arena by 70.;Deathless;Grave Whispers ;Level 1;-;DEF;1;1;Enemy;70;60;Dec DEF;Target;2;1+ Dead Ally;70;30;Dec SPD;Target;2;2+ Dead Ally;70;50;Dec ACC;Target;2;3+ Dead Ally;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Grave Whispers ;Level 2;Damage +5%;DEF;1;1;Enemy;70;60;Dec DEF;Target;2;1+ Dead Ally;70;30;Dec SPD;Target;2;2+ Dead Ally;70;50;Dec ACC;Target;2;3+ Dead Ally;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Grave Whispers ;Level 3;Damage +5%;DEF;1;1;Enemy;70;60;Dec DEF;Target;2;1+ Dead Ally;70;30;Dec SPD;Target;2;2+ Dead Ally;70;50;Dec ACC;Target;2;3+ Dead Ally;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Grave Whispers ;Level 4;Chance +10%;DEF;1;1;Enemy;80;60;Dec DEF;Target;2;1+ Dead Ally;80;30;Dec SPD;Target;2;2+ Dead Ally;80;50;Dec ACC;Target;2;3+ Dead Ally;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Grave Whispers ;Level 5;Chance +10%;DEF;1;1;Enemy;90;60;Dec DEF;Target;2;1+ Dead Ally;90;30;Dec SPD;Target;2;2+ Dead Ally;90;50;Dec ACC;Target;2;3+ Dead Ally;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Grave Whispers ;Level 6;Chance +10%;DEF;1;1;Enemy;100;60;Dec DEF;Target;2;1+ Dead Ally;100;30;Dec SPD;Target;2;2+ Dead Ally;100;50;Dec ACC;Target;2;3+ Dead Ally;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Vile Insults ;Level 1;-;DEF;1;1;Enemy;-;30;Reflect DMG;Self;2;-;80;-;Provoke;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Vile Insults ;Level 2;Damage +10%;DEF;1;1;Enemy;-;30;Reflect DMG;Self;2;-;80;-;Provoke;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Vile Insults ;Level 3;Damage +10%;DEF;1;1;Enemy;-;30;Reflect DMG;Self;2;-;80;-;Provoke;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Vile Insults ;Level 4;Chance +10%;DEF;1;1;Enemy;-;30;Reflect DMG;Self;2;-;90;-;Provoke;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Vile Insults ;Level 5;Chance +10%;DEF;1;1;Enemy;-;30;Reflect DMG;Self;2;-;100;-;Provoke;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Grim Revenge ;Level 1;-;DEF;ALL;1;Enemy;-;-;Crit;All Enemy;-;2+ Dead Ally;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Grim Revenge ;Level 2;Damage +5%;DEF;ALL;1;Enemy;-;-;Crit;All Enemy;-;2+ Dead Ally;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Grim Revenge ;Level 3;Damage +10%;DEF;ALL;1;Enemy;-;-;Crit;All Enemy;-;2+ Dead Ally;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Grim Revenge ;Level 4;Damage +10%;DEF;ALL;1;Enemy;-;-;Crit;All Enemy;-;2+ Dead Ally;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Grim Revenge ;Level 5;Cooldown -1;DEF;ALL;1;Enemy;-;-;Crit;All Enemy;-;2+ Dead Ally;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Deathless;Grim Revenge ;Level 6;Cooldown -1;DEF;ALL;1;Enemy;-;-;Crit;All Enemy;-;2+ Dead Ally;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Necrotic Toxin ;Level 1;-;ATK;1;1;Enemy;45;100;Heal Red;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Necrotic Toxin ;Level 2;Damage +5%;ATK;1;1;Enemy;45;100;Heal Red;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Necrotic Toxin ;Level 3;Damage +5%;ATK;1;1;Enemy;45;100;Heal Red;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Necrotic Toxin ;Level 4;Chance +5%;ATK;1;1;Enemy;50;100;Heal Red;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Necrotic Toxin ;Level 5;Chance +10%;ATK;1;1;Enemy;60;100;Heal Red;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Mark for Death ;Level 1;-;ATK;1;1;Enemy;-;25;Weaken;Target;3;Heal Red;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Mark for Death ;Level 2;Damage +5%;ATK;1;1;Enemy;-;25;Weaken;Target;3;Heal Red;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Mark for Death ;Level 3;Damage +5%;ATK;1;1;Enemy;-;25;Weaken;Target;3;Heal Red;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Mark for Death ;Level 4;Damage +10%;ATK;1;1;Enemy;-;25;Weaken;Target;3;Heal Red;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Mark for Death ;Level 5;Cooldown -1;ATK;1;1;Enemy;-;25;Weaken;Target;3;Heal Red;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Finisher ;Level 1;-;ATK;ALL;1;Enemy;-;50;Inc ATK;Self;2;-;-;60;Dec DEF;All Enemy;2;Weaken;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Finisher ;Level 2;Damage +5%;ATK;ALL;1;Enemy;-;50;Inc ATK;Self;2;-;-;60;Dec DEF;All Enemy;2;Weaken;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Finisher ;Level 3;Damage +5%;ATK;ALL;1;Enemy;-;50;Inc ATK;Self;2;-;-;60;Dec DEF;All Enemy;2;Weaken;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Finisher ;Level 4;Damage +5%;ATK;ALL;1;Enemy;-;50;Inc ATK;Self;2;-;-;60;Dec DEF;All Enemy;2;Weaken;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Delver;Finisher ;Level 5;Cooldown -1;ATK;ALL;1;Enemy;-;50;Inc ATK;Self;2;-;-;60;Dec DEF;All Enemy;2;Weaken;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Torment ;Level 1;-;ATK;1;1;Enemy;10;-;Sleep;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Torment ;Level 2;Damage +5%;ATK;1;1;Enemy;10;-;Sleep;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Torment ;Level 3;Damage +5%;ATK;1;1;Enemy;10;-;Sleep;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Torment ;Level 4;Damage +5%;ATK;1;1;Enemy;10;-;Sleep;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Torment ;Level 5;Chance +5%;ATK;1;1;Enemy;15;-;Sleep;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Torment ;Level 6;Chance +5%;ATK;1;1;Enemy;20;-;Sleep;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Electric Storm ;Level 1;-;ATK;ALL;1;Enemy;-;30;Inc SPD;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Electric Storm ;Level 2;Damage +5%;ATK;ALL;1;Enemy;-;30;Inc SPD;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Electric Storm ;Level 3;Damage +5%;ATK;ALL;1;Enemy;-;30;Inc SPD;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Electric Storm ;Level 4;Cooldown -1;ATK;ALL;1;Enemy;-;30;Inc SPD;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Positive Charge ;Level 1;-;-;ALL;1;Ally;-;15;Inc Meter;All Ally;-;-;-;15;Dec Meter;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Positive Charge ;Level 2;Cooldown -1;-;ALL;1;Ally;-;15;Inc Meter;All Ally;-;-;-;15;Dec Meter;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Diabolist;Positive Charge ;Level 3;Cooldown -1;-;ALL;1;Ally;-;15;Inc Meter;All Ally;-;-;-;15;Dec Meter;All Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Force Ally SPD in all Battles by 15%.;Doompriest;Fate Weave ;Level 1;-;ATK;1;1;Enemy;-;15;Inc Crit Rate;Random Ally;2;Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doompriest;Fate Weave ;Level 2;Damage +5%;ATK;1;1;Enemy;-;15;Inc Crit Rate;Random Ally;2;Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doompriest;Fate Weave ;Level 3;Damage +5%;ATK;1;1;Enemy;-;15;Inc Crit Rate;Random Ally;2;Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doompriest;Fate Weave ;Level 4;Damage +5%;ATK;1;1;Enemy;-;15;Inc Crit Rate;Random Ally;2;Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doompriest;Fate Weave ;Level 5;Damage +10%;ATK;1;1;Enemy;-;15;Inc Crit Rate;Random Ally;2;Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doompriest;Mass Possession ;Level 1;-;ATK;ALL;1;Ally;-;50;Inc ATK;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doompriest;Mass Possession ;Level 2;Cooldown -1;ATK;ALL;1;Ally;-;50;Inc ATK;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doompriest;Bolster [Passive] ;Level 1;-;-;ALL;1;Ally;-;7,5;Heal;All Ally;-;Each Turn;-;-;Remove 1 Debuff;All Ally;-;Each Turn;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Scrabbling Claws ;Level 1;-;ATK/HP;1;2;Enemy;25;50;Dec ACC;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Scrabbling Claws ;Level 2;Damage +5%;ATK/HP;1;2;Enemy;25;50;Dec ACC;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Scrabbling Claws ;Level 3;Chance +5%;ATK/HP;1;2;Enemy;30;50;Dec ACC;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Scrabbling Claws ;Level 4;Damage +5%;ATK/HP;1;2;Enemy;30;50;Dec ACC;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Scrabbling Claws ;Level 5;Chance +10%;ATK/HP;1;2;Enemy;40;50;Dec ACC;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Scrabbling Claws ;Level 6;Damage +10%;ATK/HP;1;2;Enemy;40;50;Dec ACC;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Warning Screech ;Level 1;-;-;ALL;1;Ally;-;30;Inc Meter;All Ally;-;-;-;60;Inc DEF;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Warning Screech ;Level 2;Cooldown -1;-;ALL;1;Ally;-;30;Inc Meter;All Ally;-;-;-;60;Inc DEF;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Warning Screech ;Level 3;Cooldown -1;-;ALL;1;Ally;-;30;Inc Meter;All Ally;-;-;-;60;Inc DEF;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Shelter ;Level 1;-;Max HP;ALL;1;Enemy;-;30;Shield;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Shelter ;Level 2;Damage +5%;Max HP;ALL;1;Enemy;-;30;Shield;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Shelter ;Level 3;Chance +10%;Max HP;ALL;1;Enemy;-;30;Shield;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Shelter ;Level 4;Damage +10%;Max HP;ALL;1;Enemy;-;30;Shield;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Doomscreech;Shelter ;Level 5;Cooldown -1;Max HP;ALL;1;Enemy;-;30;Shield;Self;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Seeping Pain ;Level 1;-;ATK;1;1;Enemy;-;-;ATK with Surplus DMG;Random Enemy;-;Kill;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Seeping Pain ;Level 2;Damage +5%;ATK;1;1;Enemy;-;-;ATK with Surplus DMG;Random Enemy;-;Kill;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Seeping Pain ;Level 3;Damage +5%;ATK;1;1;Enemy;-;-;ATK with Surplus DMG;Random Enemy;-;Kill;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Seeping Pain ;Level 4;Damage +5%;ATK;1;1;Enemy;-;-;ATK with Surplus DMG;Random Enemy;-;Kill;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Seeping Pain ;Level 5;Damage +10%;ATK;1;1;Enemy;-;-;ATK with Surplus DMG;Random Enemy;-;Kill;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Poison Jaws ;Level 1;-;ATK;Random;3;Enemy;75;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Poison Jaws ;Level 2;Damage +10%;ATK;Random;3;Enemy;75;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Poison Jaws ;Level 3;Chance +10%;ATK;Random;3;Enemy;85;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Poison Jaws ;Level 4;Chance +15%;ATK;Random;3;Enemy;100;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Poison Jaws ;Level 5;Cooldown -1;ATK;Random;3;Enemy;100;5;Poison;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Baleful Eye ;Level 1;-;-;ALL;1;Enemy;-;25;Weaken;All Enemy;2;-;-;30;Dec DEF;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Baleful Eye ;Level 2;Cooldown -1;-;ALL;1;Enemy;-;25;Weaken;All Enemy;2;-;-;30;Dec DEF;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Dracomorph;Baleful Eye ;Level 3;Cooldown -1;-;ALL;1;Enemy;-;25;Weaken;All Enemy;2;-;-;30;Dec DEF;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Ally ATK in the Arena by 30%.;Drake;Death from Above ;Level 1;-;ATK;1;1;Enemy;-;-;Extra Turn;Target;-;Kill;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Death from Above ;Level 2;Damage +5%;ATK;1;1;Enemy;-;-;Extra Turn;Target;-;Kill;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Death from Above ;Level 3;Damage +5%;ATK;1;1;Enemy;-;-;Extra Turn;Target;-;Kill;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Death from Above ;Level 4;Damage +5%;ATK;1;1;Enemy;-;-;Extra Turn;Target;-;Kill;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Death from Above ;Level 5;Damage +10%;ATK;1;1;Enemy;-;-;Extra Turn;Target;-;Kill;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Final Blow ;Level 1;-;ATK;1;1;Enemy;-;-;Crit;Target;-;Enemy 30% or less;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Final Blow ;Level 2;Damage +5%;ATK;1;1;Enemy;-;-;Crit;Target;-;Enemy 30% or less;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Final Blow ;Level 3;Damage +5%;ATK;1;1;Enemy;-;-;Crit;Target;-;Enemy 30% or less;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Final Blow ;Level 4;Damage +10%;ATK;1;1;Enemy;-;-;Crit;Target;-;Enemy 30% or less;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Final Blow ;Level 5;Cooldown -1;ATK;1;1;Enemy;-;-;Crit;Target;-;Enemy 30% or less;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Decimate ;Level 1;-;ATK;1;1;Enemy;-;30;Dec SPD;All Enemy but Target;2;crit;-;50;Dec ACC;All Enemy but Target;2;Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Decimate ;Level 2;Damage +5%;ATK;1;1;Enemy;-;30;Dec SPD;All Enemy but Target;2;crit;-;50;Dec ACC;All Enemy but Target;2;Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Decimate ;Level 3;Damage +5%;ATK;1;1;Enemy;-;30;Dec SPD;All Enemy but Target;2;crit;-;50;Dec ACC;All Enemy but Target;2;Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Decimate ;Level 4;Damage +10%;ATK;1;1;Enemy;-;30;Dec SPD;All Enemy but Target;2;crit;-;50;Dec ACC;All Enemy but Target;2;Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Drake;Decimate ;Level 5;Cooldown -1;ATK;1;1;Enemy;-;30;Dec SPD;All Enemy but Target;2;crit;-;50;Dec ACC;All Enemy but Target;2;Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Elder;Mocking Blow ;Level 1;-;ATK;1;1;Enemy;25;-;Provoke;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Elder;Mocking Blow ;Level 2;Damage +5%;ATK;1;1;Enemy;25;-;Provoke;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Elder;Mocking Blow ;Level 3;Damage +5%;ATK;1;1;Enemy;25;-;Provoke;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Elder;Mocking Blow ;Level 4;Damage +5%;ATK;1;1;Enemy;25;-;Provoke;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
