Aura;title;Skill #;skill_1;;Level;Based On;Targets;Hits;Cooldown;Who;Chance;%;Effect 1;B Who;Turns;Places If;Chance;%;Effect 2;B Who;Turns;Places If;Chance;%;Effect 3;B Who;Turns;Places If;Chance;%;Effect 4;B Who;Turns;Places If;Chance;%;Effect 5;B Who;Turns;Places If
;Bloodbraid;A1;Enraging Prowess ;Level 6;Chance +10%;ATK;1;1;-;Enemy;40;-;Provoke;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodbraid;A2;Tireless Assault ;Level 1;-;ATK;1;3;4;Enemy;25;-;Extra Turn;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodbraid;A2;Tireless Assault ;Level 2;Damage +5%;ATK;1;3;4;Enemy;25;-;Extra Turn;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodbraid;A2;Tireless Assault ;Level 3;Damage +5%;ATK;1;3;4;Enemy;25;-;Extra Turn;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodbraid;A2;Tireless Assault ;Level 4;Damage +15%;ATK;1;3;4;Enemy;25;-;Extra Turn;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodbraid;A2;Tireless Assault ;Level 5;Chance +10%;ATK;1;3;4;Enemy;35;-;Extra Turn;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodbraid;A2;Tireless Assault ;Level 6;Cooldown -1;ATK;1;3;3;Enemy;35;-;Extra Turn;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodbraid;A3;Lifecurse ;Level 1;-;ATK;1;1;4;Enemy;-;100;Heal Red;Target;-;-;-;30;Heal per DMG;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodbraid;A3;Lifecurse ;Level 2;Damage +5%;ATK;1;1;4;Enemy;-;100;Heal Red;Target;-;-;-;30;Heal per DMG;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodbraid;A3;Lifecurse ;Level 3;Damage +5%;ATK;1;1;4;Enemy;-;100;Heal Red;Target;-;-;-;30;Heal per DMG;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodbraid;A3;Lifecurse ;Level 4;Damage +15%;ATK;1;1;4;Enemy;-;100;Heal Red;Target;-;-;-;30;Heal per DMG;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodbraid;A3;Lifecurse ;Level 5;Cooldown -1;ATK;1;1;3;Enemy;-;100;Heal Red;Target;-;-;-;30;Heal per DMG;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Ally ATK in all Battles by 33%.;Baron;A1;Trample ;Level 1;-;ATK;1;1;-;Enemy;-;-;ATK with Surplus DMG;All Enemy;-;Kill;10;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A1;Trample ;Level 2;Damage +5%;ATK;1;1;-;Enemy;-;-;ATK with Surplus DMG;All Enemy;-;Kill;10;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A1;Trample ;Level 3;Damage +5%;ATK;1;1;-;Enemy;-;-;ATK with Surplus DMG;All Enemy;-;Kill;10;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A1;Trample ;Level 4;Damage +5%;ATK;1;1;-;Enemy;-;-;ATK with Surplus DMG;All Enemy;-;Kill;10;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A1;Trample ;Level 5;Damage +5%;ATK;1;1;-;Enemy;-;-;ATK with Surplus DMG;All Enemy;-;Kill;10;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A2;Split Asunder ;Level 1;-;ATK;1;1;4;Enemy;100;60;Dec DEF;Target;2;-;20;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A2;Split Asunder ;Level 2;Damage +5%;ATK;1;1;4;Enemy;100;60;Dec DEF;Target;2;-;20;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A2;Split Asunder ;Level 3;Damage +5%;ATK;1;1;4;Enemy;100;60;Dec DEF;Target;2;-;20;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A2;Split Asunder ;Level 4;Damage +10%;ATK;1;1;4;Enemy;100;60;Dec DEF;Target;2;-;20;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A2;Split Asunder ;Level 5;Cooldown -1;ATK;1;1;3;Enemy;100;60;Dec DEF;Target;2;-;20;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A3;Righteous Charge ;Level 1;-;ATK;1;1;6;Enemy;-;-;Inc DMG per Buff;Self;-;-;40;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A3;Righteous Charge ;Level 2;Damage +10%;ATK;1;1;6;Enemy;-;-;Inc DMG per Buff;Self;-;-;40;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A3;Righteous Charge ;Level 3;Damage +10%;ATK;1;1;6;Enemy;-;-;Inc DMG per Buff;Self;-;-;40;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A3;Righteous Charge ;Level 4;Cooldown -1;ATK;1;1;5;Enemy;-;-;Inc DMG per Buff;Self;-;-;40;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A3;Righteous Charge ;Level 5;Cooldown -1;ATK;1;1;4;Enemy;-;-;Inc DMG per Buff;Self;-;-;40;-;Unlock Skypiercer;Self;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Baron;A4;Skypiercer ;Level 1;-;-;-;-;-;-;-;-;Ignore Shield;Target;-;-;-;-;Ignore Block DMG;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A1;Break Defense ;Level 1;-;ATK;1;2;-;Enemy;30;60;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A1;Break Defense ;Level 2;Damage +10%;ATK;1;2;-;Enemy;30;60;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A1;Break Defense ;Level 3;Chance +10%;ATK;1;2;-;Enemy;40;60;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A1;Break Defense ;Level 4;Chance +10%;ATK;1;2;-;Enemy;50;60;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A2;Raging Beast ;Level 1;-;ATK;Random;3;4;Enemy;-;-;Skill on Cooldown;1 Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A2;Raging Beast ;Level 2;Damage +5%;ATK;Random;3;4;Enemy;-;-;Skill on Cooldown;1 Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A2;Raging Beast ;Level 3;Damage +5%;ATK;Random;3;4;Enemy;-;-;Skill on Cooldown;1 Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A2;Raging Beast ;Level 4;Damage +10%;ATK;Random;3;4;Enemy;-;-;Skill on Cooldown;1 Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A2;Raging Beast ;Level 5;Cooldown -1;ATK;Random;3;3;Enemy;-;-;Skill on Cooldown;1 Enemy;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A3;Decapitate ;Level 1;-;ATK;1;1;6;Enemy;-;-;Ignore DEF;Target;-;-;-;-;Revive Block;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A3;Decapitate ;Level 2;Damage +5%;ATK;1;1;6;Enemy;-;-;Ignore DEF;Target;-;-;-;-;Revive Block;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A3;Decapitate ;Level 3;Damage +5%;ATK;1;1;6;Enemy;-;-;Ignore DEF;Target;-;-;-;-;Revive Block;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A3;Decapitate ;Level 4;Cooldown -1;ATK;1;1;5;Enemy;-;-;Ignore DEF;Target;-;-;-;-;Revive Block;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodgorged;A3;Decapitate ;Level 5;Cooldown -1;ATK;1;1;4;Enemy;-;-;Ignore DEF;Target;-;-;-;-;Revive Block;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodhorn;A1;Killer Crescent ;Level 1;-;ATK;1;1;-;Enemy;15;25;Dec ACC;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodhorn;A1;Killer Crescent ;Level 2;Damage +5%;ATK;1;1;-;Enemy;15;25;Dec ACC;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodhorn;A1;Killer Crescent ;Level 3;Chance +5%;ATK;1;1;-;Enemy;20;25;Dec ACC;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodhorn;A1;Killer Crescent ;Level 4;Damage +5%;ATK;1;1;-;Enemy;20;25;Dec ACC;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodhorn;A1;Killer Crescent ;Level 5;Chance +10%;ATK;1;1;-;Enemy;30;25;Dec ACC;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodhorn;A2;Intervene ;Level 1;-;-;2;1;5;Ally;-;50;Ally Prot;2 Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodhorn;A2;Intervene ;Level 2;Cooldown -1;-;2;1;4;Ally;-;50;Ally Prot;2 Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodhorn;A2;Intervene ;Level 3;Cooldown -1;-;2;1;3;Ally;-;50;Ally Prot;2 Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodhorn;P1;Deep Defense [Passive] ;Level 1;-;-;1;1;1;Ally;-;15;Cont Heal;Target Ally;1;Ally Hit Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A1;Throwing Spear ;Level 1;-;ATK;1;2;-;Enemy;15;5;Poison;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A1;Throwing Spear ;Level 2;Damage +5%;ATK;1;2;-;Enemy;15;5;Poison;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A1;Throwing Spear ;Level 3;Chance +5%;ATK;1;2;-;Enemy;20;5;Poison;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A1;Throwing Spear ;Level 4;Damage +10%;ATK;1;2;-;Enemy;20;5;Poison;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A1;Throwing Spear ;Level 5;Damage +10%;ATK;1;2;-;Enemy;20;5;Poison;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A1;Throwing Spear ;Level 6;Chance +5%;ATK;1;2;-;Enemy;25;5;Poison;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A2;Embers ;Level 1;-;ATK;ALL;1;5;Enemy;30;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A2;Embers ;Level 2;Damage +5%;ATK;ALL;1;5;Enemy;30;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A2;Embers ;Level 3;Damage +5%;ATK;ALL;1;5;Enemy;30;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A2;Embers ;Level 4;Damage +10%;ATK;ALL;1;5;Enemy;30;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A2;Embers ;Level 5;Chance +10%;ATK;ALL;1;5;Enemy;40;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A2;Embers ;Level 6;Cooldown -1;ATK;ALL;1;4;Enemy;40;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A2;Embers ;Level 7;Cooldown -1;ATK;ALL;1;3;Enemy;40;50;Dec ACC;All Enemy;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A3;Shaman Drum ;Level 1;-;-;ALL;1;6;Ally;-;20;Inc Meter;All Ally;-;-;-;25;Inc ATK;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A3;Shaman Drum ;Level 2;Cooldown -1;-;ALL;1;5;Ally;-;20;Inc Meter;All Ally;-;-;-;25;Inc ATK;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bloodpainter;A3;Shaman Drum ;Level 3;Cooldown -1;-;ALL;1;4;Ally;-;20;Inc Meter;All Ally;-;-;-;25;Inc ATK;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Ally HP in Dungeons by 25%.;Bogwalker;A1;Bone Katars ;Level 1;-;DEF;1;1;-;Enemy;30;50;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A1;Bone Katars ;Level 2;Damage +5%;DEF;1;1;-;Enemy;30;50;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A1;Bone Katars ;Level 3;Chance +5%;DEF;1;1;-;Enemy;35;50;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A1;Bone Katars ;Level 4;Damage +5%;DEF;1;1;-;Enemy;35;50;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A1;Bone Katars ;Level 5;Chance +5%;DEF;1;1;-;Enemy;40;50;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A1;Bone Katars ;Level 6;Damage +10%;DEF;1;1;-;Enemy;40;50;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A1;Bone Katars ;Level 7;Chance +10%;DEF;1;1;-;Enemy;50;50;Dec ATK;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A2;Combo Attack ;Level 1;-;ATK/DEF;ALL;1;5;Enemy;-;30;Inc DEF;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A2;Combo Attack ;Level 2;Damage +5%;ATK/DEF;ALL;1;5;Enemy;-;30;Inc DEF;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A2;Combo Attack ;Level 3;Damage +5%;ATK/DEF;ALL;1;5;Enemy;-;30;Inc DEF;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A2;Combo Attack ;Level 4;Cooldown -1;ATK/DEF;ALL;1;4;Enemy;-;30;Inc DEF;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A2;Combo Attack ;Level 5;Damage +5%;ATK/DEF;ALL;1;4;Enemy;-;30;Inc DEF;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A2;Combo Attack ;Level 6;Damage +5%;ATK/DEF;ALL;1;4;Enemy;-;30;Inc DEF;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A2;Combo Attack ;Level 7;Damage +10%;ATK/DEF;ALL;1;4;Enemy;-;30;Inc DEF;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;A2;Combo Attack ;Level 8;Cooldown -1;ATK/DEF;ALL;1;3;Enemy;-;30;Inc DEF;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;P1;Scout [Passive] ;Level 1;-;-;ALL;1;4;Ally;-;30;Reflect DMG;All Ally;1;Hit with Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bogwalker;P1;Scout [Passive] ;Level 2;Cooldown -1;-;ALL;1;3;Ally;-;30;Reflect DMG;All Ally;1;Hit with Crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A1;Batter ;Level 1;-;ATK;1;1;-;Enemy;50;60;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A1;Batter ;Level 2;Damage +5%;ATK;1;1;-;Enemy;50;60;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A1;Batter ;Level 3;Chance +5%;ATK;1;1;-;Enemy;55;60;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A1;Batter ;Level 4;Damage +10%;ATK;1;1;-;Enemy;55;60;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A1;Batter ;Level 5;Chance +10%;ATK;1;1;-;Enemy;65;60;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A1;Batter ;Level 6;Chance +10%;ATK;1;1;-;Enemy;75;60;Dec DEF;Target;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A2;Precision Strike ;Level 1;-;ATK;1;1;4;Enemy;-;35;Extra Crit DMG;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A2;Precision Strike ;Level 2;Damage +5%;ATK;1;1;4;Enemy;-;35;Extra Crit DMG;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A2;Precision Strike ;Level 3;Damage +10%;ATK;1;1;4;Enemy;-;35;Extra Crit DMG;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A2;Precision Strike ;Level 4;Damage +10%;ATK;1;1;4;Enemy;-;35;Extra Crit DMG;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A2;Precision Strike ;Level 5;Cooldown -1;ATK;1;1;3;Enemy;-;35;Extra Crit DMG;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A3;Killing Haze ;Level 1;-;ATK;1;1;5;Enemy;-;-;Extra Hit;Target;-;crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A3;Killing Haze ;Level 2;Damage +5%;ATK;1;1;5;Enemy;-;-;Extra Hit;Target;-;crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A3;Killing Haze ;Level 3;Damage +5%;ATK;1;1;5;Enemy;-;-;Extra Hit;Target;-;crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A3;Killing Haze ;Level 4;Damage +10%;ATK;1;1;5;Enemy;-;-;Extra Hit;Target;-;crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bonekeeper;A3;Killing Haze ;Level 5;Cooldown -1;ATK;1;1;4;Enemy;-;-;Extra Hit;Target;-;crit;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Increases Ally DEF in the Arena by 33%.;Broadmaw;A1;Ice Blast ;Level 1;-;ATK;1;1;-;Enemy;25;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A1;Ice Blast ;Level 2;Damage +5%;ATK;1;1;-;Enemy;25;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A1;Ice Blast ;Level 3;Chance +5%;ATK;1;1;-;Enemy;30;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A1;Ice Blast ;Level 4;Damage +5%;ATK;1;1;-;Enemy;30;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A1;Ice Blast ;Level 5;Chance +5%;ATK;1;1;-;Enemy;35;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A1;Ice Blast ;Level 6;Damage +5%;ATK;1;1;-;Enemy;35;-;Freeze;Target;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A2;Gift ;Level 1;-;-;ALL;1;4;Ally;-;30;Inc Crit Rate;All Ally;2;-;-;15;Inc SPD;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A2;Gift ;Level 2;Cooldown -1;-;ALL;1;3;Ally;-;30;Inc Crit Rate;All Ally;2;-;-;15;Inc SPD;All Ally;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A3;Resurrect ;Level 1;-;-;2;1;7;Random Ally;-;25;Revive;2 ally;-;-;-;-;Block DMG;Revived Ally;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A3;Resurrect ;Level 2;Heal +5%;-;2;1;7;Random Ally;-;30;Revive;2 ally;-;-;-;-;Block DMG;Revived Ally;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A3;Resurrect ;Level 3;Heal +10%;-;2;1;7;Random Ally;-;40;Revive;2 ally;-;-;-;-;Block DMG;Revived Ally;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A3;Resurrect ;Level 4;Heal +15%;-;2;1;7;Random Ally;-;55;Revive;2 ally;-;-;-;-;Block DMG;Revived Ally;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A3;Resurrect ;Level 5;Cooldown -1;-;2;1;6;Random Ally;-;55;Revive;2 ally;-;-;-;-;Block DMG;Revived Ally;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Broadmaw;A3;Resurrect ;Level 6;Cooldown -1;-;2;1;5;Random Ally;-;55;Revive;2 ally;-;-;-;-;Block DMG;Revived Ally;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bushi;A1;Rising Storm ;Level 1;-;ATK;1;1;-;Enemy;-;-;Stack Damage upto X4;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bushi;A1;Rising Storm ;Level 2;Damage +5%;ATK;1;1;-;Enemy;-;-;Stack Damage upto X5;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bushi;A1;Rising Storm ;Level 3;Damage +5%;ATK;1;1;-;Enemy;-;-;Stack Damage upto X6;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bushi;A1;Rising Storm ;Level 4;Damage +5%;ATK;1;1;-;Enemy;-;-;Stack Damage upto X7;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
;Bushi;A1;Rising Storm ;Level 5;Damage +5%;ATK;1;1;-;Enemy;-;-;Stack Damage upto X8;Target;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
